Var1,TIME,TRAX_load
266,2020-01-01 00:04:26,0
267,2020-01-01 00:04:27,0
268,2020-01-01 00:04:28,0
269,2020-01-01 00:04:29,0
270,2020-01-01 00:04:30,0
271,2020-01-01 00:04:31,0
272,2020-01-01 00:04:32,0
273,2020-01-01 00:04:33,0
274,2020-01-01 00:04:34,0
275,2020-01-01 00:04:35,0
276,2020-01-01 00:04:36,0
277,2020-01-01 00:04:37,0
278,2020-01-01 00:04:38,0
279,2020-01-01 00:04:39,0
280,2020-01-01 00:04:40,0
281,2020-01-01 00:04:41,0
282,2020-01-01 00:04:42,0
283,2020-01-01 00:04:43,0
284,2020-01-01 00:04:44,0
285,2020-01-01 00:04:45,0
286,2020-01-01 00:04:46,0
287,2020-01-01 00:04:47,0
288,2020-01-01 00:04:48,0
289,2020-01-01 00:04:49,0
290,2020-01-01 00:04:50,0
291,2020-01-01 00:04:51,0
292,2020-01-01 00:04:52,0
293,2020-01-01 00:04:53,0
294,2020-01-01 00:04:54,0
295,2020-01-01 00:04:55,0
296,2020-01-01 00:04:56,0
297,2020-01-01 00:04:57,0
298,2020-01-01 00:04:58,0
299,2020-01-01 00:04:59,0
300,2020-01-01 00:05:00,0
301,2020-01-01 00:05:01,0
302,2020-01-01 00:05:02,0
303,2020-01-01 00:05:03,0
304,2020-01-01 00:05:04,0
305,2020-01-01 00:05:05,0
306,2020-01-01 00:05:06,0
307,2020-01-01 00:05:07,0
308,2020-01-01 00:05:08,0
309,2020-01-01 00:05:09,0
310,2020-01-01 00:05:10,0
311,2020-01-01 00:05:11,0
312,2020-01-01 00:05:12,0
313,2020-01-01 00:05:13,0
314,2020-01-01 00:05:14,0
315,2020-01-01 00:05:15,0
316,2020-01-01 00:05:16,0
317,2020-01-01 00:05:17,0
318,2020-01-01 00:05:18,0
319,2020-01-01 00:05:19,0
320,2020-01-01 00:05:20,0
321,2020-01-01 00:05:21,0
322,2020-01-01 00:05:22,0
323,2020-01-01 00:05:23,0
324,2020-01-01 00:05:24,0
325,2020-01-01 00:05:25,0
326,2020-01-01 00:05:26,0
327,2020-01-01 00:05:27,0
328,2020-01-01 00:05:28,0
329,2020-01-01 00:05:29,0
330,2020-01-01 00:05:30,0
331,2020-01-01 00:05:31,0
332,2020-01-01 00:05:32,0
333,2020-01-01 00:05:33,0
334,2020-01-01 00:05:34,0
335,2020-01-01 00:05:35,0
336,2020-01-01 00:05:36,0
337,2020-01-01 00:05:37,0
338,2020-01-01 00:05:38,0
339,2020-01-01 00:05:39,0
340,2020-01-01 00:05:40,0
341,2020-01-01 00:05:41,0
342,2020-01-01 00:05:42,0
343,2020-01-01 00:05:43,0
344,2020-01-01 00:05:44,0
345,2020-01-01 00:05:45,0
346,2020-01-01 00:05:46,0
347,2020-01-01 00:05:47,0
348,2020-01-01 00:05:48,0
349,2020-01-01 00:05:49,0
350,2020-01-01 00:05:50,0
351,2020-01-01 00:05:51,0
352,2020-01-01 00:05:52,0
353,2020-01-01 00:05:53,0
354,2020-01-01 00:05:54,0
355,2020-01-01 00:05:55,0
356,2020-01-01 00:05:56,0
357,2020-01-01 00:05:57,0
358,2020-01-01 00:05:58,0
359,2020-01-01 00:05:59,0
360,2020-01-01 00:06:00,0
361,2020-01-01 00:06:01,0
362,2020-01-01 00:06:02,0
363,2020-01-01 00:06:03,0
364,2020-01-01 00:06:04,0
365,2020-01-01 00:06:05,0
366,2020-01-01 00:06:06,0
367,2020-01-01 00:06:07,0
368,2020-01-01 00:06:08,0
369,2020-01-01 00:06:09,0
370,2020-01-01 00:06:10,0
371,2020-01-01 00:06:11,0
372,2020-01-01 00:06:12,0
373,2020-01-01 00:06:13,0
374,2020-01-01 00:06:14,0
375,2020-01-01 00:06:15,0
376,2020-01-01 00:06:16,0
377,2020-01-01 00:06:17,0
378,2020-01-01 00:06:18,0
379,2020-01-01 00:06:19,0
380,2020-01-01 00:06:20,0
381,2020-01-01 00:06:21,0
382,2020-01-01 00:06:22,0
383,2020-01-01 00:06:23,0
384,2020-01-01 00:06:24,0
385,2020-01-01 00:06:25,0
386,2020-01-01 00:06:26,0
387,2020-01-01 00:06:27,0
388,2020-01-01 00:06:28,0
389,2020-01-01 00:06:29,0
390,2020-01-01 00:06:30,0
391,2020-01-01 00:06:31,0
392,2020-01-01 00:06:32,0
393,2020-01-01 00:06:33,0
394,2020-01-01 00:06:34,0
395,2020-01-01 00:06:35,0
396,2020-01-01 00:06:36,0
397,2020-01-01 00:06:37,0
398,2020-01-01 00:06:38,0
399,2020-01-01 00:06:39,0
400,2020-01-01 00:06:40,0
401,2020-01-01 00:06:41,0
402,2020-01-01 00:06:42,0
403,2020-01-01 00:06:43,0
404,2020-01-01 00:06:44,0
405,2020-01-01 00:06:45,0
406,2020-01-01 00:06:46,0
407,2020-01-01 00:06:47,0
408,2020-01-01 00:06:48,0
409,2020-01-01 00:06:49,0
410,2020-01-01 00:06:50,0
411,2020-01-01 00:06:51,0
412,2020-01-01 00:06:52,0
413,2020-01-01 00:06:53,0
414,2020-01-01 00:06:54,0
415,2020-01-01 00:06:55,0
416,2020-01-01 00:06:56,0
417,2020-01-01 00:06:57,0
418,2020-01-01 00:06:58,0
419,2020-01-01 00:06:59,0
420,2020-01-01 00:07:00,0
421,2020-01-01 00:07:01,0
422,2020-01-01 00:07:02,0
423,2020-01-01 00:07:03,0
424,2020-01-01 00:07:04,0
425,2020-01-01 00:07:05,0
426,2020-01-01 00:07:06,0
427,2020-01-01 00:07:07,0
428,2020-01-01 00:07:08,0
429,2020-01-01 00:07:09,0
430,2020-01-01 00:07:10,0
431,2020-01-01 00:07:11,0
432,2020-01-01 00:07:12,0
433,2020-01-01 00:07:13,0
434,2020-01-01 00:07:14,0
435,2020-01-01 00:07:15,0
436,2020-01-01 00:07:16,0
437,2020-01-01 00:07:17,0
438,2020-01-01 00:07:18,0
439,2020-01-01 00:07:19,0
440,2020-01-01 00:07:20,0
441,2020-01-01 00:07:21,0
442,2020-01-01 00:07:22,0
443,2020-01-01 00:07:23,0
444,2020-01-01 00:07:24,0
445,2020-01-01 00:07:25,0
446,2020-01-01 00:07:26,0
447,2020-01-01 00:07:27,0
448,2020-01-01 00:07:28,0
449,2020-01-01 00:07:29,0
450,2020-01-01 00:07:30,0
451,2020-01-01 00:07:31,0
452,2020-01-01 00:07:32,0
453,2020-01-01 00:07:33,0
454,2020-01-01 00:07:34,0
455,2020-01-01 00:07:35,0
456,2020-01-01 00:07:36,0
457,2020-01-01 00:07:37,0
458,2020-01-01 00:07:38,0
459,2020-01-01 00:07:39,0
460,2020-01-01 00:07:40,0
461,2020-01-01 00:07:41,0
462,2020-01-01 00:07:42,0
463,2020-01-01 00:07:43,0
464,2020-01-01 00:07:44,0
465,2020-01-01 00:07:45,0
466,2020-01-01 00:07:46,0
467,2020-01-01 00:07:47,0
468,2020-01-01 00:07:48,0
469,2020-01-01 00:07:49,0
470,2020-01-01 00:07:50,0
471,2020-01-01 00:07:51,0
472,2020-01-01 00:07:52,0
473,2020-01-01 00:07:53,0
474,2020-01-01 00:07:54,0
475,2020-01-01 00:07:55,0
476,2020-01-01 00:07:56,0
477,2020-01-01 00:07:57,0
478,2020-01-01 00:07:58,0
479,2020-01-01 00:07:59,0
480,2020-01-01 00:08:00,0
481,2020-01-01 00:08:01,0
482,2020-01-01 00:08:02,0
483,2020-01-01 00:08:03,0
484,2020-01-01 00:08:04,0
485,2020-01-01 00:08:05,0
486,2020-01-01 00:08:06,0
487,2020-01-01 00:08:07,0
488,2020-01-01 00:08:08,0
489,2020-01-01 00:08:09,0
490,2020-01-01 00:08:10,0
491,2020-01-01 00:08:11,0
492,2020-01-01 00:08:12,0
493,2020-01-01 00:08:13,0
494,2020-01-01 00:08:14,0
495,2020-01-01 00:08:15,0
496,2020-01-01 00:08:16,0
497,2020-01-01 00:08:17,0
498,2020-01-01 00:08:18,0
499,2020-01-01 00:08:19,0
500,2020-01-01 00:08:20,0
501,2020-01-01 00:08:21,0
502,2020-01-01 00:08:22,0
503,2020-01-01 00:08:23,0
504,2020-01-01 00:08:24,0
505,2020-01-01 00:08:25,0
506,2020-01-01 00:08:26,0
507,2020-01-01 00:08:27,0
508,2020-01-01 00:08:28,0
509,2020-01-01 00:08:29,0
510,2020-01-01 00:08:30,0
511,2020-01-01 00:08:31,0
512,2020-01-01 00:08:32,0
513,2020-01-01 00:08:33,0
514,2020-01-01 00:08:34,0
515,2020-01-01 00:08:35,0
516,2020-01-01 00:08:36,0
517,2020-01-01 00:08:37,0
518,2020-01-01 00:08:38,0
519,2020-01-01 00:08:39,0
520,2020-01-01 00:08:40,0
521,2020-01-01 00:08:41,0
522,2020-01-01 00:08:42,0
523,2020-01-01 00:08:43,0
524,2020-01-01 00:08:44,0
525,2020-01-01 00:08:45,0
526,2020-01-01 00:08:46,0
527,2020-01-01 00:08:47,0
528,2020-01-01 00:08:48,0
529,2020-01-01 00:08:49,0
530,2020-01-01 00:08:50,0
531,2020-01-01 00:08:51,0
532,2020-01-01 00:08:52,0
533,2020-01-01 00:08:53,0
534,2020-01-01 00:08:54,0
535,2020-01-01 00:08:55,0
536,2020-01-01 00:08:56,0
537,2020-01-01 00:08:57,0
538,2020-01-01 00:08:58,0
539,2020-01-01 00:08:59,0
540,2020-01-01 00:09:00,0
541,2020-01-01 00:09:01,0
542,2020-01-01 00:09:02,0
543,2020-01-01 00:09:03,0
544,2020-01-01 00:09:04,0
545,2020-01-01 00:09:05,0
546,2020-01-01 00:09:06,0
547,2020-01-01 00:09:07,0
548,2020-01-01 00:09:08,0
549,2020-01-01 00:09:09,0
550,2020-01-01 00:09:10,0
551,2020-01-01 00:09:11,0
552,2020-01-01 00:09:12,0
553,2020-01-01 00:09:13,0
554,2020-01-01 00:09:14,0
555,2020-01-01 00:09:15,0
556,2020-01-01 00:09:16,0
557,2020-01-01 00:09:17,0
558,2020-01-01 00:09:18,0
559,2020-01-01 00:09:19,0
560,2020-01-01 00:09:20,0
561,2020-01-01 00:09:21,0
562,2020-01-01 00:09:22,0
563,2020-01-01 00:09:23,0
564,2020-01-01 00:09:24,0
565,2020-01-01 00:09:25,0
566,2020-01-01 00:09:26,0
567,2020-01-01 00:09:27,0
568,2020-01-01 00:09:28,0
569,2020-01-01 00:09:29,0
570,2020-01-01 00:09:30,0
571,2020-01-01 00:09:31,0
572,2020-01-01 00:09:32,0
573,2020-01-01 00:09:33,0
574,2020-01-01 00:09:34,0
575,2020-01-01 00:09:35,0
576,2020-01-01 00:09:36,0
577,2020-01-01 00:09:37,0
578,2020-01-01 00:09:38,0
579,2020-01-01 00:09:39,0
580,2020-01-01 00:09:40,0
581,2020-01-01 00:09:41,0
582,2020-01-01 00:09:42,0
583,2020-01-01 00:09:43,0
584,2020-01-01 00:09:44,0
585,2020-01-01 00:09:45,0
586,2020-01-01 00:09:46,0
587,2020-01-01 00:09:47,0
588,2020-01-01 00:09:48,0
589,2020-01-01 00:09:49,0
590,2020-01-01 00:09:50,0
591,2020-01-01 00:09:51,0
592,2020-01-01 00:09:52,0
593,2020-01-01 00:09:53,0
594,2020-01-01 00:09:54,0
595,2020-01-01 00:09:55,0
596,2020-01-01 00:09:56,0
597,2020-01-01 00:09:57,0
598,2020-01-01 00:09:58,0
599,2020-01-01 00:09:59,0
600,2020-01-01 00:10:00,0
601,2020-01-01 00:10:01,0
602,2020-01-01 00:10:02,0
603,2020-01-01 00:10:03,0
604,2020-01-01 00:10:04,0
605,2020-01-01 00:10:05,0
606,2020-01-01 00:10:06,0
607,2020-01-01 00:10:07,0
608,2020-01-01 00:10:08,0
609,2020-01-01 00:10:09,0
610,2020-01-01 00:10:10,0
611,2020-01-01 00:10:11,0
612,2020-01-01 00:10:12,0
613,2020-01-01 00:10:13,0
614,2020-01-01 00:10:14,0
615,2020-01-01 00:10:15,0
616,2020-01-01 00:10:16,0
617,2020-01-01 00:10:17,0
618,2020-01-01 00:10:18,0
619,2020-01-01 00:10:19,0
620,2020-01-01 00:10:20,0
621,2020-01-01 00:10:21,0
622,2020-01-01 00:10:22,0
623,2020-01-01 00:10:23,0
624,2020-01-01 00:10:24,0
625,2020-01-01 00:10:25,0
626,2020-01-01 00:10:26,0
627,2020-01-01 00:10:27,0
628,2020-01-01 00:10:28,0
629,2020-01-01 00:10:29,0
630,2020-01-01 00:10:30,0
631,2020-01-01 00:10:31,0
632,2020-01-01 00:10:32,0
633,2020-01-01 00:10:33,0
634,2020-01-01 00:10:34,0
635,2020-01-01 00:10:35,0
636,2020-01-01 00:10:36,0
637,2020-01-01 00:10:37,0
638,2020-01-01 00:10:38,0
639,2020-01-01 00:10:39,0
640,2020-01-01 00:10:40,0
641,2020-01-01 00:10:41,0
642,2020-01-01 00:10:42,0
643,2020-01-01 00:10:43,0
644,2020-01-01 00:10:44,0
645,2020-01-01 00:10:45,0
646,2020-01-01 00:10:46,0
647,2020-01-01 00:10:47,0
648,2020-01-01 00:10:48,0
649,2020-01-01 00:10:49,0
650,2020-01-01 00:10:50,0
651,2020-01-01 00:10:51,0
652,2020-01-01 00:10:52,0
653,2020-01-01 00:10:53,0
654,2020-01-01 00:10:54,0
655,2020-01-01 00:10:55,0
656,2020-01-01 00:10:56,0
657,2020-01-01 00:10:57,0
658,2020-01-01 00:10:58,0
659,2020-01-01 00:10:59,0
660,2020-01-01 00:11:00,0
661,2020-01-01 00:11:01,0
662,2020-01-01 00:11:02,0
663,2020-01-01 00:11:03,0
664,2020-01-01 00:11:04,0
665,2020-01-01 00:11:05,0
666,2020-01-01 00:11:06,0
667,2020-01-01 00:11:07,0
668,2020-01-01 00:11:08,0
669,2020-01-01 00:11:09,0
670,2020-01-01 00:11:10,0
671,2020-01-01 00:11:11,0
672,2020-01-01 00:11:12,0
673,2020-01-01 00:11:13,0
674,2020-01-01 00:11:14,0
675,2020-01-01 00:11:15,0
676,2020-01-01 00:11:16,0
677,2020-01-01 00:11:17,0
678,2020-01-01 00:11:18,0
679,2020-01-01 00:11:19,0
680,2020-01-01 00:11:20,0
681,2020-01-01 00:11:21,0
682,2020-01-01 00:11:22,0
683,2020-01-01 00:11:23,0
684,2020-01-01 00:11:24,0
685,2020-01-01 00:11:25,0
686,2020-01-01 00:11:26,0
687,2020-01-01 00:11:27,0
688,2020-01-01 00:11:28,0
689,2020-01-01 00:11:29,0
690,2020-01-01 00:11:30,0
691,2020-01-01 00:11:31,0
692,2020-01-01 00:11:32,0
693,2020-01-01 00:11:33,0
694,2020-01-01 00:11:34,0
695,2020-01-01 00:11:35,0
696,2020-01-01 00:11:36,0
697,2020-01-01 00:11:37,0
698,2020-01-01 00:11:38,0
699,2020-01-01 00:11:39,0
700,2020-01-01 00:11:40,0
701,2020-01-01 00:11:41,0
702,2020-01-01 00:11:42,0
703,2020-01-01 00:11:43,0
704,2020-01-01 00:11:44,0
705,2020-01-01 00:11:45,0
706,2020-01-01 00:11:46,0
707,2020-01-01 00:11:47,0
708,2020-01-01 00:11:48,0
709,2020-01-01 00:11:49,0
710,2020-01-01 00:11:50,0
711,2020-01-01 00:11:51,0
712,2020-01-01 00:11:52,0
713,2020-01-01 00:11:53,0
714,2020-01-01 00:11:54,0
715,2020-01-01 00:11:55,0
716,2020-01-01 00:11:56,0
717,2020-01-01 00:11:57,0
718,2020-01-01 00:11:58,0
719,2020-01-01 00:11:59,0
720,2020-01-01 00:12:00,0
721,2020-01-01 00:12:01,0
722,2020-01-01 00:12:02,0
723,2020-01-01 00:12:03,0
724,2020-01-01 00:12:04,0
725,2020-01-01 00:12:05,0
726,2020-01-01 00:12:06,0
727,2020-01-01 00:12:07,0
728,2020-01-01 00:12:08,0
729,2020-01-01 00:12:09,0
730,2020-01-01 00:12:10,0
731,2020-01-01 00:12:11,0
732,2020-01-01 00:12:12,0
733,2020-01-01 00:12:13,0
734,2020-01-01 00:12:14,0
735,2020-01-01 00:12:15,0
736,2020-01-01 00:12:16,0
737,2020-01-01 00:12:17,0
738,2020-01-01 00:12:18,0
739,2020-01-01 00:12:19,0
740,2020-01-01 00:12:20,0
741,2020-01-01 00:12:21,0
742,2020-01-01 00:12:22,0
743,2020-01-01 00:12:23,0
744,2020-01-01 00:12:24,0
745,2020-01-01 00:12:25,0
746,2020-01-01 00:12:26,0
747,2020-01-01 00:12:27,0
748,2020-01-01 00:12:28,0
749,2020-01-01 00:12:29,0
750,2020-01-01 00:12:30,0
751,2020-01-01 00:12:31,0
752,2020-01-01 00:12:32,0
753,2020-01-01 00:12:33,0
754,2020-01-01 00:12:34,0
755,2020-01-01 00:12:35,0
756,2020-01-01 00:12:36,0
757,2020-01-01 00:12:37,0
758,2020-01-01 00:12:38,0
759,2020-01-01 00:12:39,0
760,2020-01-01 00:12:40,0
761,2020-01-01 00:12:41,0
762,2020-01-01 00:12:42,0
763,2020-01-01 00:12:43,0
764,2020-01-01 00:12:44,0
765,2020-01-01 00:12:45,0
766,2020-01-01 00:12:46,0
767,2020-01-01 00:12:47,0
768,2020-01-01 00:12:48,0
769,2020-01-01 00:12:49,0
770,2020-01-01 00:12:50,0
771,2020-01-01 00:12:51,0
772,2020-01-01 00:12:52,0
773,2020-01-01 00:12:53,0
774,2020-01-01 00:12:54,0
775,2020-01-01 00:12:55,0
776,2020-01-01 00:12:56,0
777,2020-01-01 00:12:57,0
778,2020-01-01 00:12:58,0
779,2020-01-01 00:12:59,0
780,2020-01-01 00:13:00,0
781,2020-01-01 00:13:01,0
782,2020-01-01 00:13:02,0
783,2020-01-01 00:13:03,0
784,2020-01-01 00:13:04,0
785,2020-01-01 00:13:05,0
786,2020-01-01 00:13:06,0
787,2020-01-01 00:13:07,0
788,2020-01-01 00:13:08,0
789,2020-01-01 00:13:09,0
790,2020-01-01 00:13:10,0
791,2020-01-01 00:13:11,0
792,2020-01-01 00:13:12,0
793,2020-01-01 00:13:13,0
794,2020-01-01 00:13:14,0
795,2020-01-01 00:13:15,0
796,2020-01-01 00:13:16,0
797,2020-01-01 00:13:17,0
798,2020-01-01 00:13:18,0
799,2020-01-01 00:13:19,0
800,2020-01-01 00:13:20,0
801,2020-01-01 00:13:21,0
802,2020-01-01 00:13:22,0
803,2020-01-01 00:13:23,0
804,2020-01-01 00:13:24,0
805,2020-01-01 00:13:25,0
806,2020-01-01 00:13:26,0
807,2020-01-01 00:13:27,0
808,2020-01-01 00:13:28,0
809,2020-01-01 00:13:29,0
810,2020-01-01 00:13:30,0
811,2020-01-01 00:13:31,0
812,2020-01-01 00:13:32,0
813,2020-01-01 00:13:33,0
814,2020-01-01 00:13:34,0
815,2020-01-01 00:13:35,0
816,2020-01-01 00:13:36,0
817,2020-01-01 00:13:37,0
818,2020-01-01 00:13:38,0
819,2020-01-01 00:13:39,0
820,2020-01-01 00:13:40,0
